img1_path,img2_path,label
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Lezak\Jason_Lezak_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Lezak\Jason_Lezak_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Abdullah_al-Attiyah\Abdullah_al-Attiyah_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Abdullah_al-Attiyah\Abdullah_al-Attiyah_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stanley_Tong\Stanley_Tong_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stanley_Tong\Stanley_Tong_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jesse_Helms\Jesse_Helms_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Yoon_Won-Sik\Yoon_Won-Sik_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ernie_Els\Ernie_Els_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elmar_Brok\Elmar_Brok_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kathy_Gannon\Kathy_Gannon_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nathan_Smith\Nathan_Smith_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Richard_Armitage\Richard_Armitage_0007.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Richard_Armitage\Richard_Armitage_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Donny_Osmond\Donny_Osmond_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jean-Marc_de_La_Sabliere\Jean-Marc_de_La_Sabliere_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gus_Van_Sant\Gus_Van_Sant_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gus_Van_Sant\Gus_Van_Sant_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eunice_Barber\Eunice_Barber_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eunice_Barber\Eunice_Barber_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Monica_Seles\Monica_Seles_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Monica_Seles\Monica_Seles_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Theodore_Tweed_Roosevelt\Theodore_Tweed_Roosevelt_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Theodore_Tweed_Roosevelt\Theodore_Tweed_Roosevelt_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Manuel_Marquez\Juan_Manuel_Marquez_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Manuel_Marquez\Juan_Manuel_Marquez_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Bloomberg\Michael_Bloomberg_0009.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Bloomberg\Michael_Bloomberg_0010.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Queen_Elizabeth_II\Queen_Elizabeth_II_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Carmody\Bill_Carmody_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\LeAnn_Rimes\LeAnn_Rimes_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\GL_Peiris\GL_Peiris_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lana_Clarkson\Lana_Clarkson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lana_Clarkson\Lana_Clarkson_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elena_Bereznaya\Elena_Bereznaya_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eric_Snow\Eric_Snow_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chuck_Yeager\Chuck_Yeager_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chuck_Yeager\Chuck_Yeager_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bo_Pelini\Bo_Pelini_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bo_Pelini\Bo_Pelini_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Osmond_Smith\Osmond_Smith_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lee_Hyung-taik\Lee_Hyung-taik_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Ballmer\Steve_Ballmer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Ballmer\Steve_Ballmer_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bob_Graham\Bob_Graham_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Connelly\Jennifer_Connelly_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Igor_Trunov\Igor_Trunov_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stephen_Friedman\Stephen_Friedman_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Clay_Aiken\Clay_Aiken_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Clay_Aiken\Clay_Aiken_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Avril_Lavigne\Avril_Lavigne_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mitzi_Gaynor\Mitzi_Gaynor_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Roman_Riquelme\Juan_Roman_Riquelme_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Suzanne_Fox\Suzanne_Fox_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hu_Jintao\Hu_Jintao_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hu_Jintao\Hu_Jintao_0007.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Guillermo_Ruiz_Polanco\Guillermo_Ruiz_Polanco_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mohamed_ElBaradei\Mohamed_ElBaradei_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fred_Funk\Fred_Funk_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fred_Funk\Fred_Funk_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Papandreou\George_Papandreou_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Papandreou\George_Papandreou_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michelle_Kwan\Michelle_Kwan_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michelle_Kwan\Michelle_Kwan_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vicente_Fernandez\Vicente_Fernandez_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eliza_Manningham-Buller\Eliza_Manningham-Buller_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Miguel_Estrada\Miguel_Estrada_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robert_Blackwill\Robert_Blackwill_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jake_Gyllenhaal\Jake_Gyllenhaal_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jake_Gyllenhaal\Jake_Gyllenhaal_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricky_Barnes\Ricky_Barnes_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eric_Lindros\Eric_Lindros_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lazaro_Castro\Lazaro_Castro_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elena_de_Chavez\Elena_de_Chavez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Shatner\William_Shatner_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hugh_Jessiman\Hugh_Jessiman_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Curtis_Rodriguez\Curtis_Rodriguez_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Osama_bin_Laden\Osama_bin_Laden_0003.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricky_Ponting\Ricky_Ponting_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricky_Ponting\Ricky_Ponting_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Filippo_Volandri\Filippo_Volandri_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Xanana_Gusmao\Xanana_Gusmao_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Myers\Mike_Myers_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Myers\Mike_Myers_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peri_Gilpin\Peri_Gilpin_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ferenc_Madl\Ferenc_Madl_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mark_Sisk\Mark_Sisk_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steven_Van_Zandt\Steven_Van_Zandt_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mel_Brooks\Mel_Brooks_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Huang_Suey-Sheng\Huang_Suey-Sheng_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\AJ_Cook\AJ_Cook_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dieter_Holzer\Dieter_Holzer_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Halle_Berry\Halle_Berry_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Halle_Berry\Halle_Berry_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Orrin_Hatch\Orrin_Hatch_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Orrin_Hatch\Orrin_Hatch_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Romario_Farias\Romario_Farias_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rogelio_Montemayor\Rogelio_Montemayor_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bart_Freundlich\Bart_Freundlich_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cristina_Fernandez\Cristina_Fernandez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Starks\John_Starks_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Karsay\Steve_Karsay_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Luisa_Mendonca\Maria_Luisa_Mendonca_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Luisa_Mendonca\Maria_Luisa_Mendonca_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Shigeru_Ishiba\Shigeru_Ishiba_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tatjana_Gsell\Tatjana_Gsell_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Alexander\Jason_Alexander_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Alexander\Jason_Alexander_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nan_Wang\Nan_Wang_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_OToole\Peter_OToole_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Xiang_Xu\Xiang_Xu_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tina_Brown\Tina_Brown_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tian_Zhuang_Zhuang\Tian_Zhuang_Zhuang_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jeremy_Gompertz\Jeremy_Gompertz_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mary_Lou_Markakis\Mary_Lou_Markakis_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Nash\John_Nash_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eunice_Barber\Eunice_Barber_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eunice_Barber\Eunice_Barber_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rick_Stansbury\Rick_Stansbury_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rick_Stansbury\Rick_Stansbury_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Al_Leiter\Al_Leiter_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lee_Tae-sik\Lee_Tae-sik_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lech_Walesa\Lech_Walesa_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lech_Walesa\Lech_Walesa_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Kelly\James_Kelly_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Kelly\James_Kelly_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rainer_Gut\Rainer_Gut_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Diana_Taylor\Diana_Taylor_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Justin_Leonard\Justin_Leonard_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Justin_Leonard\Justin_Leonard_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Naji_Sabri\Naji_Sabri_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lawrence_Di_Rita\Lawrence_Di_Rita_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marc_Anthony\Marc_Anthony_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Orrin_Hatch\Orrin_Hatch_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Aaron_Peirsol\Aaron_Peirsol_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Aaron_Peirsol\Aaron_Peirsol_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lee_Tae-sik\Lee_Tae-sik_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lee_Tae-sik\Lee_Tae-sik_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martin_Brodeur\Martin_Brodeur_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martin_Brodeur\Martin_Brodeur_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sergio_Garcia\Sergio_Garcia_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sergio_Garcia\Sergio_Garcia_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gabrielle_Rose\Gabrielle_Rose_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marquis_Estill\Marquis_Estill_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tony_Shalhoub\Tony_Shalhoub_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tony_Shalhoub\Tony_Shalhoub_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Erick_Barkley\Erick_Barkley_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roger_Penske\Roger_Penske_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_McNulty\Paul_McNulty_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_McNulty\Paul_McNulty_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Magdalena_Maleeva\Magdalena_Maleeva_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Magdalena_Maleeva\Magdalena_Maleeva_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Shriver\Maria_Shriver_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Maria_Shriver\Maria_Shriver_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Antonio_Banderas\Antonio_Banderas_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Antonio_Banderas\Antonio_Banderas_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0009.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0035.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicole\Nicole_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Josh_Childress\Josh_Childress_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Izzat_Ibrahim\Izzat_Ibrahim_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Clint_Howard\Clint_Howard_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charles_Grassley\Charles_Grassley_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charles_Grassley\Charles_Grassley_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paris_Hilton\Paris_Hilton_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paris_Hilton\Paris_Hilton_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nick_Rahall\Nick_Rahall_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Erika_Reyes\Erika_Reyes_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Benjamin_Netanyahu\Benjamin_Netanyahu_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Benjamin_Netanyahu\Benjamin_Netanyahu_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Bouchard\Michael_Bouchard_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Osmond_Smith\Osmond_Smith_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lennox_Lewis\Lennox_Lewis_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lennox_Lewis\Lennox_Lewis_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Noelle_Bush\Noelle_Bush_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Noelle_Bush\Noelle_Bush_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alicia_Hollowell\Alicia_Hollowell_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ahmad_Jbarah\Ahmad_Jbarah_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mona_Locke\Mona_Locke_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ximena_Bohorquez\Ximena_Bohorquez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bernard_Siegel\Bernard_Siegel_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jodie_Foster\Jodie_Foster_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rudolph_Giuliani\Rudolph_Giuliani_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rudolph_Giuliani\Rudolph_Giuliani_0022.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Darrell_Issa\Darrell_Issa_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Darrell_Issa\Darrell_Issa_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gunter_Pleuger\Gunter_Pleuger_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gunter_Pleuger\Gunter_Pleuger_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Don_Boudria\Don_Boudria_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Benjamin_McKenzie\Benjamin_McKenzie_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nancy_Reagan\Nancy_Reagan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gerald_Riley\Gerald_Riley_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ray_Allen\Ray_Allen_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Abdullah_Nasseef\Abdullah_Nasseef_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Troy_Polamalu\Troy_Polamalu_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Louisa_Baileche\Louisa_Baileche_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Christine_Rau\Christine_Rau_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dionne_Warwick\Dionne_Warwick_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tim_Conway\Tim_Conway_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tim_Conway\Tim_Conway_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Spencer\John_Spencer_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Spencer\John_Spencer_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carolyn_Dawn_Johnson\Carolyn_Dawn_Johnson_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Zhang_Ziyi\Zhang_Ziyi_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Callahan\Bill_Callahan_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Callahan\Bill_Callahan_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Takashi_Sorimachi\Takashi_Sorimachi_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Takashi_Sorimachi\Takashi_Sorimachi_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Brey\Mike_Brey_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Brey\Mike_Brey_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andy_Roddick\Andy_Roddick_0012.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kristin_Scott_Thomas\Kristin_Scott_Thomas_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hee-Won_Han\Hee-Won_Han_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hee-Won_Han\Hee-Won_Han_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bobby_Robson\Bobby_Robson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bobby_Robson\Bobby_Robson_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tsutomu_Takebe\Tsutomu_Takebe_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fred_Rogers\Fred_Rogers_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alberto_Fujimori\Alberto_Fujimori_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alberto_Fujimori\Alberto_Fujimori_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Helio_Rubens_Garcia\Helio_Rubens_Garcia_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tom_DeLay\Tom_DeLay_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Suzanne_Gaudet\Suzanne_Gaudet_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Suzanne_Gaudet\Suzanne_Gaudet_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Leo_Ramirez\Leo_Ramirez_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bruce_Van_De_Velde\Bruce_Van_De_Velde_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mariah_Carey\Mariah_Carey_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stephen_Covey\Stephen_Covey_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wilfredo_Moreno\Wilfredo_Moreno_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adam_Ant\Adam_Ant_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Desmarais\Paul_Desmarais_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ed_Sullivan\Ed_Sullivan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tony_LaRussa\Tony_LaRussa_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jan_Pronk\Jan_Pronk_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Doc_Rivers\Doc_Rivers_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martie_Maguire\Martie_Maguire_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Atom_Egoyan\Atom_Egoyan_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Martin_Lawrence\Martin_Lawrence_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Walsh\John_Walsh_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Walsh\John_Walsh_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jamling_Norgay\Jamling_Norgay_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jamling_Norgay\Jamling_Norgay_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0028.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tyler_Grillo\Tyler_Grillo_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Biggs\Jason_Biggs_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anna_Nicole_Smith\Anna_Nicole_Smith_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anna_Nicole_Smith\Anna_Nicole_Smith_0001.npy,1
