img1_path,img2_path,label
ValidationSet\RawFaces\Face Dataset\1033\0.npy,ValidationSet\RawFaces\Face Dataset\1033\1.npy,1
ValidationSet\RawFaces\Face Dataset\1567\3.npy,ValidationSet\RawFaces\Face Dataset\1567\0.npy,1
ValidationSet\RawFaces\Face Dataset\339\0.npy,ValidationSet\RawFaces\Face Dataset\547\1.npy,0
ValidationSet\RawFaces\Face Dataset\1524\0.npy,ValidationSet\RawFaces\Face Dataset\1067\0.npy,0
ValidationSet\RawFaces\Face Dataset\972\1.npy,ValidationSet\RawFaces\Face Dataset\972\0.npy,1
ValidationSet\RawFaces\Face Dataset\1291\2.npy,ValidationSet\RawFaces\Face Dataset\663\1.npy,0
ValidationSet\RawFaces\Face Dataset\1574\1.npy,ValidationSet\RawFaces\Face Dataset\1574\0.npy,1
ValidationSet\RawFaces\Face Dataset\630\3.npy,ValidationSet\RawFaces\Face Dataset\866\1.npy,0
ValidationSet\RawFaces\Face Dataset\1499\0.npy,ValidationSet\RawFaces\Face Dataset\305\0.npy,0
ValidationSet\RawFaces\Face Dataset\1193\1.npy,ValidationSet\RawFaces\Face Dataset\1193\0.npy,1
ValidationSet\RawFaces\Face Dataset\119\1.npy,ValidationSet\RawFaces\Face Dataset\119\0.npy,1
ValidationSet\RawFaces\Face Dataset\1\1.npy,ValidationSet\RawFaces\Face Dataset\466\0.npy,0
ValidationSet\RawFaces\Face Dataset\1166\0.npy,ValidationSet\RawFaces\Face Dataset\1166\3.npy,1
ValidationSet\RawFaces\Face Dataset\1326\3.npy,ValidationSet\RawFaces\Face Dataset\550\0.npy,0
ValidationSet\RawFaces\Face Dataset\48\1.npy,ValidationSet\RawFaces\Face Dataset\111\8.npy,0
ValidationSet\RawFaces\Face Dataset\696\1.npy,ValidationSet\RawFaces\Face Dataset\827\2.npy,0
ValidationSet\RawFaces\Face Dataset\1591\3.npy,ValidationSet\RawFaces\Face Dataset\1591\1.npy,1
ValidationSet\RawFaces\Face Dataset\428\2.npy,ValidationSet\RawFaces\Face Dataset\44\0.npy,0
ValidationSet\RawFaces\Face Dataset\1281\1.npy,ValidationSet\RawFaces\Face Dataset\695\2.npy,0
ValidationSet\RawFaces\Face Dataset\112\2.npy,ValidationSet\RawFaces\Face Dataset\139\2.npy,0
ValidationSet\RawFaces\Face Dataset\446\1.npy,ValidationSet\RawFaces\Face Dataset\446\0.npy,1
ValidationSet\RawFaces\Face Dataset\248\0.npy,ValidationSet\RawFaces\Face Dataset\248\1.npy,1
ValidationSet\RawFaces\Face Dataset\79\0.npy,ValidationSet\RawFaces\Face Dataset\79\1.npy,1
ValidationSet\RawFaces\Face Dataset\1087\0.npy,ValidationSet\RawFaces\Face Dataset\587\1.npy,0
ValidationSet\RawFaces\Face Dataset\442\0.npy,ValidationSet\RawFaces\Face Dataset\1671\3.npy,0
ValidationSet\RawFaces\Face Dataset\578\0.npy,ValidationSet\RawFaces\Face Dataset\240\1.npy,0
ValidationSet\RawFaces\Face Dataset\1044\0.npy,ValidationSet\RawFaces\Face Dataset\1044\2.npy,1
ValidationSet\RawFaces\Face Dataset\889\1.npy,ValidationSet\RawFaces\Face Dataset\1597\4.npy,0
ValidationSet\RawFaces\Face Dataset\449\0.npy,ValidationSet\RawFaces\Face Dataset\449\1.npy,1
ValidationSet\RawFaces\Face Dataset\742\0.npy,ValidationSet\RawFaces\Face Dataset\742\6.npy,1
ValidationSet\RawFaces\Face Dataset\789\1.npy,ValidationSet\RawFaces\Face Dataset\20\0.npy,0
ValidationSet\RawFaces\Face Dataset\1100\0.npy,ValidationSet\RawFaces\Face Dataset\509\0.npy,0
ValidationSet\RawFaces\Face Dataset\1080\0.npy,ValidationSet\RawFaces\Face Dataset\1080\1.npy,1
ValidationSet\RawFaces\Face Dataset\12\1.npy,ValidationSet\RawFaces\Face Dataset\504\0.npy,0
ValidationSet\RawFaces\Face Dataset\1606\1.npy,ValidationSet\RawFaces\Face Dataset\1606\0.npy,1
ValidationSet\RawFaces\Face Dataset\221\0.npy,ValidationSet\RawFaces\Face Dataset\435\3.npy,0
ValidationSet\RawFaces\Face Dataset\1147\0.npy,ValidationSet\RawFaces\Face Dataset\21\0.npy,0
ValidationSet\RawFaces\Face Dataset\1504\0.npy,ValidationSet\RawFaces\Face Dataset\1504\1.npy,1
ValidationSet\RawFaces\Face Dataset\511\1.npy,ValidationSet\RawFaces\Face Dataset\265\0.npy,0
ValidationSet\RawFaces\Face Dataset\1155\1.npy,ValidationSet\RawFaces\Face Dataset\1155\2.npy,1
ValidationSet\RawFaces\Face Dataset\1442\1.npy,ValidationSet\RawFaces\Face Dataset\1442\0.npy,1
ValidationSet\RawFaces\Face Dataset\1189\25.npy,ValidationSet\RawFaces\Face Dataset\1549\1.npy,0
ValidationSet\RawFaces\Face Dataset\1253\2.npy,ValidationSet\RawFaces\Face Dataset\1019\1.npy,0
ValidationSet\RawFaces\Face Dataset\461\0.npy,ValidationSet\RawFaces\Face Dataset\450\2.npy,0
ValidationSet\RawFaces\Face Dataset\1061\0.npy,ValidationSet\RawFaces\Face Dataset\1486\7.npy,0
ValidationSet\RawFaces\Face Dataset\1319\1.npy,ValidationSet\RawFaces\Face Dataset\1319\0.npy,1
ValidationSet\RawFaces\Face Dataset\1079\1.npy,ValidationSet\RawFaces\Face Dataset\1079\0.npy,1
ValidationSet\RawFaces\Face Dataset\244\1.npy,ValidationSet\RawFaces\Face Dataset\1056\0.npy,0
ValidationSet\RawFaces\Face Dataset\945\1.npy,ValidationSet\RawFaces\Face Dataset\945\0.npy,1
ValidationSet\RawFaces\Face Dataset\204\1.npy,ValidationSet\RawFaces\Face Dataset\204\0.npy,1
ValidationSet\RawFaces\Face Dataset\1594\0.npy,ValidationSet\RawFaces\Face Dataset\1594\2.npy,1
ValidationSet\RawFaces\Face Dataset\761\1.npy,ValidationSet\RawFaces\Face Dataset\761\0.npy,1
ValidationSet\RawFaces\Face Dataset\1428\4.npy,ValidationSet\RawFaces\Face Dataset\1428\3.npy,1
ValidationSet\RawFaces\Face Dataset\544\1.npy,ValidationSet\RawFaces\Face Dataset\544\0.npy,1
ValidationSet\RawFaces\Face Dataset\32\0.npy,ValidationSet\RawFaces\Face Dataset\924\0.npy,0
ValidationSet\RawFaces\Face Dataset\1420\1.npy,ValidationSet\RawFaces\Face Dataset\1420\3.npy,1
ValidationSet\RawFaces\Face Dataset\924\2.npy,ValidationSet\RawFaces\Face Dataset\924\0.npy,1
ValidationSet\RawFaces\Face Dataset\385\0.npy,ValidationSet\RawFaces\Face Dataset\911\2.npy,0
ValidationSet\RawFaces\Face Dataset\612\0.npy,ValidationSet\RawFaces\Face Dataset\612\1.npy,1
ValidationSet\RawFaces\Face Dataset\1602\0.npy,ValidationSet\RawFaces\Face Dataset\1602\1.npy,1
ValidationSet\RawFaces\Face Dataset\749\0.npy,ValidationSet\RawFaces\Face Dataset\475\15.npy,0
ValidationSet\RawFaces\Face Dataset\1344\1.npy,ValidationSet\RawFaces\Face Dataset\81\0.npy,0
ValidationSet\RawFaces\Face Dataset\1053\2.npy,ValidationSet\RawFaces\Face Dataset\1053\0.npy,1
ValidationSet\RawFaces\Face Dataset\663\0.npy,ValidationSet\RawFaces\Face Dataset\200\1.npy,0
ValidationSet\RawFaces\Face Dataset\1313\1.npy,ValidationSet\RawFaces\Face Dataset\1313\3.npy,1
ValidationSet\RawFaces\Face Dataset\1216\2.npy,ValidationSet\RawFaces\Face Dataset\386\2.npy,0
ValidationSet\RawFaces\Face Dataset\523\1.npy,ValidationSet\RawFaces\Face Dataset\523\2.npy,1
ValidationSet\RawFaces\Face Dataset\307\1.npy,ValidationSet\RawFaces\Face Dataset\307\0.npy,1
ValidationSet\RawFaces\Face Dataset\578\1.npy,ValidationSet\RawFaces\Face Dataset\578\0.npy,1
ValidationSet\RawFaces\Face Dataset\883\1.npy,ValidationSet\RawFaces\Face Dataset\883\0.npy,1
ValidationSet\RawFaces\Face Dataset\109\1.npy,ValidationSet\RawFaces\Face Dataset\109\0.npy,1
ValidationSet\RawFaces\Face Dataset\288\0.npy,ValidationSet\RawFaces\Face Dataset\288\1.npy,1
ValidationSet\RawFaces\Face Dataset\1487\2.npy,ValidationSet\RawFaces\Face Dataset\1487\1.npy,1
ValidationSet\RawFaces\Face Dataset\51\0.npy,ValidationSet\RawFaces\Face Dataset\51\1.npy,1
ValidationSet\RawFaces\Face Dataset\1324\1.npy,ValidationSet\RawFaces\Face Dataset\210\3.npy,0
ValidationSet\RawFaces\Face Dataset\222\0.npy,ValidationSet\RawFaces\Face Dataset\708\16.npy,0
ValidationSet\RawFaces\Face Dataset\993\1.npy,ValidationSet\RawFaces\Face Dataset\993\0.npy,1
ValidationSet\RawFaces\Face Dataset\1619\4.npy,ValidationSet\RawFaces\Face Dataset\629\27.npy,0
ValidationSet\RawFaces\Face Dataset\184\1.npy,ValidationSet\RawFaces\Face Dataset\83\4.npy,0
ValidationSet\RawFaces\Face Dataset\986\6.npy,ValidationSet\RawFaces\Face Dataset\1320\0.npy,0
ValidationSet\RawFaces\Face Dataset\1677\2.npy,ValidationSet\RawFaces\Face Dataset\1677\0.npy,1
ValidationSet\RawFaces\Face Dataset\1389\7.npy,ValidationSet\RawFaces\Face Dataset\1003\0.npy,0
ValidationSet\RawFaces\Face Dataset\568\0.npy,ValidationSet\RawFaces\Face Dataset\568\1.npy,1
ValidationSet\RawFaces\Face Dataset\1587\3.npy,ValidationSet\RawFaces\Face Dataset\1587\0.npy,1
ValidationSet\RawFaces\Face Dataset\1099\0.npy,ValidationSet\RawFaces\Face Dataset\56\1.npy,0
ValidationSet\RawFaces\Face Dataset\236\1.npy,ValidationSet\RawFaces\Face Dataset\1225\5.npy,0
ValidationSet\RawFaces\Face Dataset\107\0.npy,ValidationSet\RawFaces\Face Dataset\647\0.npy,0
ValidationSet\RawFaces\Face Dataset\1412\2.npy,ValidationSet\RawFaces\Face Dataset\1412\1.npy,1
ValidationSet\RawFaces\Face Dataset\1502\1.npy,ValidationSet\RawFaces\Face Dataset\1502\0.npy,1
ValidationSet\RawFaces\Face Dataset\69\3.npy,ValidationSet\RawFaces\Face Dataset\69\0.npy,1
ValidationSet\RawFaces\Face Dataset\184\1.npy,ValidationSet\RawFaces\Face Dataset\184\2.npy,1
ValidationSet\RawFaces\Face Dataset\944\1.npy,ValidationSet\RawFaces\Face Dataset\944\3.npy,1
ValidationSet\RawFaces\Face Dataset\1508\0.npy,ValidationSet\RawFaces\Face Dataset\465\1.npy,0
ValidationSet\RawFaces\Face Dataset\557\0.npy,ValidationSet\RawFaces\Face Dataset\557\1.npy,1
ValidationSet\RawFaces\Face Dataset\298\0.npy,ValidationSet\RawFaces\Face Dataset\298\1.npy,1
ValidationSet\RawFaces\Face Dataset\919\3.npy,ValidationSet\RawFaces\Face Dataset\1258\0.npy,0
ValidationSet\RawFaces\Face Dataset\1291\1.npy,ValidationSet\RawFaces\Face Dataset\648\1.npy,0
ValidationSet\RawFaces\Face Dataset\73\0.npy,ValidationSet\RawFaces\Face Dataset\73\2.npy,1
ValidationSet\RawFaces\Face Dataset\1519\1.npy,ValidationSet\RawFaces\Face Dataset\1519\0.npy,1
ValidationSet\RawFaces\Face Dataset\585\0.npy,ValidationSet\RawFaces\Face Dataset\585\1.npy,1
ValidationSet\RawFaces\Face Dataset\1281\0.npy,ValidationSet\RawFaces\Face Dataset\1281\1.npy,1
ValidationSet\RawFaces\Face Dataset\79\0.npy,ValidationSet\RawFaces\Face Dataset\1631\1.npy,0
ValidationSet\RawFaces\Face Dataset\446\0.npy,ValidationSet\RawFaces\Face Dataset\446\1.npy,1
ValidationSet\RawFaces\Face Dataset\1132\0.npy,ValidationSet\RawFaces\Face Dataset\1132\1.npy,1
ValidationSet\RawFaces\Face Dataset\1151\5.npy,ValidationSet\RawFaces\Face Dataset\373\2.npy,0
ValidationSet\RawFaces\Face Dataset\1119\1.npy,ValidationSet\RawFaces\Face Dataset\1119\0.npy,1
ValidationSet\RawFaces\Face Dataset\1143\0.npy,ValidationSet\RawFaces\Face Dataset\1143\1.npy,1
ValidationSet\RawFaces\Face Dataset\233\0.npy,ValidationSet\RawFaces\Face Dataset\536\48.npy,0
ValidationSet\RawFaces\Face Dataset\136\1.npy,ValidationSet\RawFaces\Face Dataset\1637\0.npy,0
ValidationSet\RawFaces\Face Dataset\1078\1.npy,ValidationSet\RawFaces\Face Dataset\494\3.npy,0
ValidationSet\RawFaces\Face Dataset\432\1.npy,ValidationSet\RawFaces\Face Dataset\271\0.npy,0
ValidationSet\RawFaces\Face Dataset\1378\0.npy,ValidationSet\RawFaces\Face Dataset\401\0.npy,0
ValidationSet\RawFaces\Face Dataset\684\0.npy,ValidationSet\RawFaces\Face Dataset\684\1.npy,1
ValidationSet\RawFaces\Face Dataset\1493\3.npy,ValidationSet\RawFaces\Face Dataset\1493\1.npy,1
ValidationSet\RawFaces\Face Dataset\1161\5.npy,ValidationSet\RawFaces\Face Dataset\1161\0.npy,1
ValidationSet\RawFaces\Face Dataset\2\0.npy,ValidationSet\RawFaces\Face Dataset\93\0.npy,0
ValidationSet\RawFaces\Face Dataset\1534\1.npy,ValidationSet\RawFaces\Face Dataset\640\1.npy,0
ValidationSet\RawFaces\Face Dataset\449\0.npy,ValidationSet\RawFaces\Face Dataset\388\0.npy,0
ValidationSet\RawFaces\Face Dataset\1637\2.npy,ValidationSet\RawFaces\Face Dataset\639\0.npy,0
ValidationSet\RawFaces\Face Dataset\45\1.npy,ValidationSet\RawFaces\Face Dataset\45\0.npy,1
ValidationSet\RawFaces\Face Dataset\526\16.npy,ValidationSet\RawFaces\Face Dataset\526\3.npy,1
ValidationSet\RawFaces\Face Dataset\1529\5.npy,ValidationSet\RawFaces\Face Dataset\1438\1.npy,0
ValidationSet\RawFaces\Face Dataset\1439\0.npy,ValidationSet\RawFaces\Face Dataset\1179\1.npy,0
ValidationSet\RawFaces\Face Dataset\1177\1.npy,ValidationSet\RawFaces\Face Dataset\407\1.npy,0
ValidationSet\RawFaces\Face Dataset\1361\0.npy,ValidationSet\RawFaces\Face Dataset\906\1.npy,0
ValidationSet\RawFaces\Face Dataset\1517\1.npy,ValidationSet\RawFaces\Face Dataset\1517\0.npy,1
ValidationSet\RawFaces\Face Dataset\715\0.npy,ValidationSet\RawFaces\Face Dataset\715\1.npy,1
ValidationSet\RawFaces\Face Dataset\931\12.npy,ValidationSet\RawFaces\Face Dataset\1595\1.npy,0
ValidationSet\RawFaces\Face Dataset\955\1.npy,ValidationSet\RawFaces\Face Dataset\530\2.npy,0
ValidationSet\RawFaces\Face Dataset\576\0.npy,ValidationSet\RawFaces\Face Dataset\576\1.npy,1
ValidationSet\RawFaces\Face Dataset\184\1.npy,ValidationSet\RawFaces\Face Dataset\184\2.npy,1
ValidationSet\RawFaces\Face Dataset\331\1.npy,ValidationSet\RawFaces\Face Dataset\331\0.npy,1
ValidationSet\RawFaces\Face Dataset\934\1.npy,ValidationSet\RawFaces\Face Dataset\934\0.npy,1
ValidationSet\RawFaces\Face Dataset\629\2.npy,ValidationSet\RawFaces\Face Dataset\137\1.npy,0
ValidationSet\RawFaces\Face Dataset\1419\1.npy,ValidationSet\RawFaces\Face Dataset\525\1.npy,0
ValidationSet\RawFaces\Face Dataset\946\1.npy,ValidationSet\RawFaces\Face Dataset\1417\1.npy,0
ValidationSet\RawFaces\Face Dataset\1570\1.npy,ValidationSet\RawFaces\Face Dataset\725\1.npy,0
ValidationSet\RawFaces\Face Dataset\585\1.npy,ValidationSet\RawFaces\Face Dataset\73\0.npy,0
ValidationSet\RawFaces\Face Dataset\1052\2.npy,ValidationSet\RawFaces\Face Dataset\1387\4.npy,0
ValidationSet\RawFaces\Face Dataset\603\1.npy,ValidationSet\RawFaces\Face Dataset\603\2.npy,1
ValidationSet\RawFaces\Face Dataset\394\3.npy,ValidationSet\RawFaces\Face Dataset\394\0.npy,1
ValidationSet\RawFaces\Face Dataset\1018\2.npy,ValidationSet\RawFaces\Face Dataset\1018\3.npy,1
ValidationSet\RawFaces\Face Dataset\1151\0.npy,ValidationSet\RawFaces\Face Dataset\684\1.npy,0
ValidationSet\RawFaces\Face Dataset\1528\1.npy,ValidationSet\RawFaces\Face Dataset\1528\0.npy,1
ValidationSet\RawFaces\Face Dataset\947\0.npy,ValidationSet\RawFaces\Face Dataset\947\1.npy,1
ValidationSet\RawFaces\Face Dataset\445\1.npy,ValidationSet\RawFaces\Face Dataset\445\0.npy,1
ValidationSet\RawFaces\Face Dataset\1671\2.npy,ValidationSet\RawFaces\Face Dataset\1671\0.npy,1
ValidationSet\RawFaces\Face Dataset\1227\0.npy,ValidationSet\RawFaces\Face Dataset\1227\1.npy,1
ValidationSet\RawFaces\Face Dataset\1483\1.npy,ValidationSet\RawFaces\Face Dataset\1483\0.npy,1
ValidationSet\RawFaces\Face Dataset\836\4.npy,ValidationSet\RawFaces\Face Dataset\836\8.npy,1
ValidationSet\RawFaces\Face Dataset\1216\2.npy,ValidationSet\RawFaces\Face Dataset\1216\1.npy,1
ValidationSet\RawFaces\Face Dataset\1094\1.npy,ValidationSet\RawFaces\Face Dataset\1094\0.npy,1
ValidationSet\RawFaces\Face Dataset\346\2.npy,ValidationSet\RawFaces\Face Dataset\1140\1.npy,0
ValidationSet\RawFaces\Face Dataset\308\0.npy,ValidationSet\RawFaces\Face Dataset\1535\1.npy,0
ValidationSet\RawFaces\Face Dataset\1460\0.npy,ValidationSet\RawFaces\Face Dataset\1460\1.npy,1
ValidationSet\RawFaces\Face Dataset\24\2.npy,ValidationSet\RawFaces\Face Dataset\24\1.npy,1
ValidationSet\RawFaces\Face Dataset\1456\0.npy,ValidationSet\RawFaces\Face Dataset\1013\0.npy,0
ValidationSet\RawFaces\Face Dataset\1037\1.npy,ValidationSet\RawFaces\Face Dataset\474\1.npy,0
ValidationSet\RawFaces\Face Dataset\1006\3.npy,ValidationSet\RawFaces\Face Dataset\1037\1.npy,0
ValidationSet\RawFaces\Face Dataset\90\3.npy,ValidationSet\RawFaces\Face Dataset\90\1.npy,1
ValidationSet\RawFaces\Face Dataset\879\0.npy,ValidationSet\RawFaces\Face Dataset\973\3.npy,0
ValidationSet\RawFaces\Face Dataset\1555\1.npy,ValidationSet\RawFaces\Face Dataset\79\0.npy,0
ValidationSet\RawFaces\Face Dataset\166\3.npy,ValidationSet\RawFaces\Face Dataset\110\9.npy,0
ValidationSet\RawFaces\Face Dataset\550\3.npy,ValidationSet\RawFaces\Face Dataset\550\0.npy,1
ValidationSet\RawFaces\Face Dataset\942\4.npy,ValidationSet\RawFaces\Face Dataset\942\3.npy,1
ValidationSet\RawFaces\Face Dataset\616\13.npy,ValidationSet\RawFaces\Face Dataset\445\0.npy,0
ValidationSet\RawFaces\Face Dataset\14\1.npy,ValidationSet\RawFaces\Face Dataset\746\4.npy,0
ValidationSet\RawFaces\Face Dataset\1641\0.npy,ValidationSet\RawFaces\Face Dataset\1641\1.npy,1
ValidationSet\RawFaces\Face Dataset\683\1.npy,ValidationSet\RawFaces\Face Dataset\108\1.npy,0
ValidationSet\RawFaces\Face Dataset\1278\0.npy,ValidationSet\RawFaces\Face Dataset\1278\2.npy,1
ValidationSet\RawFaces\Face Dataset\1456\1.npy,ValidationSet\RawFaces\Face Dataset\1456\0.npy,1
ValidationSet\RawFaces\Face Dataset\1136\1.npy,ValidationSet\RawFaces\Face Dataset\1356\0.npy,0
ValidationSet\RawFaces\Face Dataset\1320\0.npy,ValidationSet\RawFaces\Face Dataset\790\0.npy,0
ValidationSet\RawFaces\Face Dataset\793\3.npy,ValidationSet\RawFaces\Face Dataset\793\7.npy,1
ValidationSet\RawFaces\Face Dataset\288\1.npy,ValidationSet\RawFaces\Face Dataset\288\0.npy,1
ValidationSet\RawFaces\Face Dataset\116\2.npy,ValidationSet\RawFaces\Face Dataset\116\1.npy,1
ValidationSet\RawFaces\Face Dataset\974\0.npy,ValidationSet\RawFaces\Face Dataset\377\2.npy,0
ValidationSet\RawFaces\Face Dataset\485\1.npy,ValidationSet\RawFaces\Face Dataset\720\3.npy,0
ValidationSet\RawFaces\Face Dataset\1224\0.npy,ValidationSet\RawFaces\Face Dataset\1224\1.npy,1
ValidationSet\RawFaces\Face Dataset\377\2.npy,ValidationSet\RawFaces\Face Dataset\359\1.npy,0
ValidationSet\RawFaces\Face Dataset\829\1.npy,ValidationSet\RawFaces\Face Dataset\829\0.npy,1
ValidationSet\RawFaces\Face Dataset\1661\1.npy,ValidationSet\RawFaces\Face Dataset\1661\3.npy,1
ValidationSet\RawFaces\Face Dataset\783\1.npy,ValidationSet\RawFaces\Face Dataset\1501\1.npy,0
ValidationSet\RawFaces\Face Dataset\1066\2.npy,ValidationSet\RawFaces\Face Dataset\1217\3.npy,0
ValidationSet\RawFaces\Face Dataset\225\0.npy,ValidationSet\RawFaces\Face Dataset\655\0.npy,0
ValidationSet\RawFaces\Face Dataset\1175\0.npy,ValidationSet\RawFaces\Face Dataset\918\0.npy,0
ValidationSet\RawFaces\Face Dataset\212\0.npy,ValidationSet\RawFaces\Face Dataset\212\1.npy,1
ValidationSet\RawFaces\Face Dataset\610\0.npy,ValidationSet\RawFaces\Face Dataset\900\4.npy,0
ValidationSet\RawFaces\Face Dataset\1155\1.npy,ValidationSet\RawFaces\Face Dataset\1051\3.npy,0
ValidationSet\RawFaces\Face Dataset\1189\24.npy,ValidationSet\RawFaces\Face Dataset\1189\15.npy,1
ValidationSet\RawFaces\Face Dataset\763\1.npy,ValidationSet\RawFaces\Face Dataset\1204\1.npy,0
ValidationSet\RawFaces\Face Dataset\1072\2.npy,ValidationSet\RawFaces\Face Dataset\1072\0.npy,1
ValidationSet\RawFaces\Face Dataset\144\2.npy,ValidationSet\RawFaces\Face Dataset\765\1.npy,0
ValidationSet\RawFaces\Face Dataset\450\3.npy,ValidationSet\RawFaces\Face Dataset\450\1.npy,1
ValidationSet\RawFaces\Face Dataset\205\2.npy,ValidationSet\RawFaces\Face Dataset\488\1.npy,0
ValidationSet\RawFaces\Face Dataset\649\8.npy,ValidationSet\RawFaces\Face Dataset\896\3.npy,0
ValidationSet\RawFaces\Face Dataset\925\0.npy,ValidationSet\RawFaces\Face Dataset\1355\1.npy,0
ValidationSet\RawFaces\Face Dataset\306\5.npy,ValidationSet\RawFaces\Face Dataset\306\0.npy,1
ValidationSet\RawFaces\Face Dataset\1635\1.npy,ValidationSet\RawFaces\Face Dataset\1635\0.npy,1
ValidationSet\RawFaces\Face Dataset\1315\0.npy,ValidationSet\RawFaces\Face Dataset\1607\1.npy,0
ValidationSet\RawFaces\Face Dataset\1259\0.npy,ValidationSet\RawFaces\Face Dataset\1259\2.npy,1
ValidationSet\RawFaces\Face Dataset\251\2.npy,ValidationSet\RawFaces\Face Dataset\1313\3.npy,0
ValidationSet\RawFaces\Face Dataset\1152\9.npy,ValidationSet\RawFaces\Face Dataset\1152\13.npy,1
ValidationSet\RawFaces\Face Dataset\1026\1.npy,ValidationSet\RawFaces\Face Dataset\1026\0.npy,1
ValidationSet\RawFaces\Face Dataset\135\0.npy,ValidationSet\RawFaces\Face Dataset\135\2.npy,1
ValidationSet\RawFaces\Face Dataset\497\1.npy,ValidationSet\RawFaces\Face Dataset\497\2.npy,1
ValidationSet\RawFaces\Face Dataset\224\15.npy,ValidationSet\RawFaces\Face Dataset\224\18.npy,1
ValidationSet\RawFaces\Face Dataset\626\0.npy,ValidationSet\RawFaces\Face Dataset\626\1.npy,1
ValidationSet\RawFaces\Face Dataset\638\0.npy,ValidationSet\RawFaces\Face Dataset\638\1.npy,1
ValidationSet\RawFaces\Face Dataset\758\1.npy,ValidationSet\RawFaces\Face Dataset\734\3.npy,0
ValidationSet\RawFaces\Face Dataset\119\1.npy,ValidationSet\RawFaces\Face Dataset\793\0.npy,0
ValidationSet\RawFaces\Face Dataset\335\0.npy,ValidationSet\RawFaces\Face Dataset\335\1.npy,1
ValidationSet\RawFaces\Face Dataset\1460\0.npy,ValidationSet\RawFaces\Face Dataset\1460\1.npy,1
ValidationSet\RawFaces\Face Dataset\544\0.npy,ValidationSet\RawFaces\Face Dataset\311\1.npy,0
ValidationSet\RawFaces\Face Dataset\475\12.npy,ValidationSet\RawFaces\Face Dataset\1416\2.npy,0
ValidationSet\RawFaces\Face Dataset\1556\1.npy,ValidationSet\RawFaces\Face Dataset\1556\0.npy,1
ValidationSet\RawFaces\Face Dataset\1537\1.npy,ValidationSet\RawFaces\Face Dataset\1020\4.npy,0
ValidationSet\RawFaces\Face Dataset\696\1.npy,ValidationSet\RawFaces\Face Dataset\174\0.npy,0
ValidationSet\RawFaces\Face Dataset\959\0.npy,ValidationSet\RawFaces\Face Dataset\598\0.npy,0
ValidationSet\RawFaces\Face Dataset\1355\0.npy,ValidationSet\RawFaces\Face Dataset\1539\1.npy,0
ValidationSet\RawFaces\Face Dataset\1453\0.npy,ValidationSet\RawFaces\Face Dataset\1120\2.npy,0
ValidationSet\RawFaces\Face Dataset\1634\0.npy,ValidationSet\RawFaces\Face Dataset\167\9.npy,0
ValidationSet\RawFaces\Face Dataset\1641\0.npy,ValidationSet\RawFaces\Face Dataset\979\1.npy,0
ValidationSet\RawFaces\Face Dataset\822\0.npy,ValidationSet\RawFaces\Face Dataset\517\7.npy,0
ValidationSet\RawFaces\Face Dataset\255\0.npy,ValidationSet\RawFaces\Face Dataset\23\3.npy,0
ValidationSet\RawFaces\Face Dataset\640\1.npy,ValidationSet\RawFaces\Face Dataset\1429\1.npy,0
ValidationSet\RawFaces\Face Dataset\980\31.npy,ValidationSet\RawFaces\Face Dataset\1021\1.npy,0
ValidationSet\RawFaces\Face Dataset\596\0.npy,ValidationSet\RawFaces\Face Dataset\1511\0.npy,0
ValidationSet\RawFaces\Face Dataset\72\1.npy,ValidationSet\RawFaces\Face Dataset\72\0.npy,1
ValidationSet\RawFaces\Face Dataset\332\0.npy,ValidationSet\RawFaces\Face Dataset\1657\3.npy,0
ValidationSet\RawFaces\Face Dataset\1493\1.npy,ValidationSet\RawFaces\Face Dataset\1493\3.npy,1
ValidationSet\RawFaces\Face Dataset\1186\1.npy,ValidationSet\RawFaces\Face Dataset\1186\0.npy,1
ValidationSet\RawFaces\Face Dataset\396\3.npy,ValidationSet\RawFaces\Face Dataset\396\1.npy,1
ValidationSet\RawFaces\Face Dataset\706\1.npy,ValidationSet\RawFaces\Face Dataset\738\0.npy,0
ValidationSet\RawFaces\Face Dataset\197\0.npy,ValidationSet\RawFaces\Face Dataset\611\0.npy,0
ValidationSet\RawFaces\Face Dataset\1168\1.npy,ValidationSet\RawFaces\Face Dataset\1168\0.npy,1
ValidationSet\RawFaces\Face Dataset\32\3.npy,ValidationSet\RawFaces\Face Dataset\958\2.npy,0
ValidationSet\RawFaces\Face Dataset\1642\0.npy,ValidationSet\RawFaces\Face Dataset\1642\1.npy,1
ValidationSet\RawFaces\Face Dataset\1235\0.npy,ValidationSet\RawFaces\Face Dataset\1235\1.npy,1
ValidationSet\RawFaces\Face Dataset\1611\1.npy,ValidationSet\RawFaces\Face Dataset\836\4.npy,0
ValidationSet\RawFaces\Face Dataset\1403\0.npy,ValidationSet\RawFaces\Face Dataset\1403\1.npy,1
ValidationSet\RawFaces\Face Dataset\436\0.npy,ValidationSet\RawFaces\Face Dataset\1095\5.npy,0
ValidationSet\RawFaces\Face Dataset\87\0.npy,ValidationSet\RawFaces\Face Dataset\87\1.npy,1
ValidationSet\RawFaces\Face Dataset\1514\1.npy,ValidationSet\RawFaces\Face Dataset\1514\0.npy,1
ValidationSet\RawFaces\Face Dataset\1186\0.npy,ValidationSet\RawFaces\Face Dataset\45\0.npy,0
ValidationSet\RawFaces\Face Dataset\834\1.npy,ValidationSet\RawFaces\Face Dataset\834\0.npy,1
